ID;Radius;Mass;Energy;Nichel
6647;3.0;24.0;4.50;0.070
6648;3.0;24.0;4.50;0.080
6649;3.0;24.0;4.50;0.090
6650;3.0;24.0;4.50;0.100
6651;5.0;24.0;4.50;0.010
6652;5.0;24.0;4.50;0.020
6653;5.0;24.0;4.50;0.030
6654;5.0;24.0;4.50;0.040
6655;5.0;24.0;4.50;0.050
6656;5.0;24.0;4.50;0.060
6657;5.0;24.0;4.50;0.070
6658;5.0;24.0;4.50;0.080
6659;5.0;24.0;4.50;0.090
6660;5.0;24.0;4.50;0.100
6661;7.0;24.0;4.50;0.010
6662;7.0;24.0;4.50;0.020
6663;7.0;24.0;4.50;0.030
6664;7.0;24.0;4.50;0.040
6665;7.0;24.0;4.50;0.050
6666;7.0;24.0;4.50;0.060
6667;7.0;24.0;4.50;0.070
6668;7.0;24.0;4.50;0.080
6669;7.0;24.0;4.50;0.090
6670;7.0;24.0;4.50;0.100
6671;9.0;24.0;4.50;0.010
6672;9.0;24.0;4.50;0.020
6673;9.0;24.0;4.50;0.030
6674;9.0;24.0;4.50;0.040
6675;9.0;24.0;4.50;0.050
6676;9.0;24.0;4.50;0.060
6677;9.0;24.0;4.50;0.070
6678;9.0;24.0;4.50;0.080
6679;9.0;24.0;4.50;0.090
6680;9.0;24.0;4.50;0.100
6681;11.0;24.0;4.50;0.010
6682;11.0;24.0;4.50;0.020
6683;11.0;24.0;4.50;0.030
6684;11.0;24.0;4.50;0.040
6685;11.0;24.0;4.50;0.050
6686;11.0;24.0;4.50;0.060
6687;11.0;24.0;4.50;0.070
6688;11.0;24.0;4.50;0.080
6689;11.0;24.0;4.50;0.090
6690;11.0;24.0;4.50;0.100
6691;13.0;24.0;4.50;0.010
6692;13.0;24.0;4.50;0.020
6693;13.0;24.0;4.50;0.030
6694;13.0;24.0;4.50;0.040
6695;13.0;24.0;4.50;0.050
6696;13.0;24.0;4.50;0.060
6697;13.0;24.0;4.50;0.070
6698;13.0;24.0;4.50;0.080
6699;13.0;24.0;4.50;0.090
6700;13.0;24.0;4.50;0.100
6701;15.0;24.0;4.50;0.010
6702;15.0;24.0;4.50;0.020
6703;15.0;24.0;4.50;0.030
6704;15.0;24.0;4.50;0.040
6705;15.0;24.0;4.50;0.050
6706;15.0;24.0;4.50;0.060
6707;15.0;24.0;4.50;0.070
6708;15.0;24.0;4.50;0.080
6709;15.0;24.0;4.50;0.090
6710;15.0;24.0;4.50;0.100
6711;17.0;24.0;4.50;0.010
6712;17.0;24.0;4.50;0.020
6713;17.0;24.0;4.50;0.030
6714;17.0;24.0;4.50;0.040
6715;17.0;24.0;4.50;0.050
6716;17.0;24.0;4.50;0.060
6717;17.0;24.0;4.50;0.070
6718;17.0;24.0;4.50;0.080
6719;17.0;24.0;4.50;0.090
6720;17.0;24.0;4.50;0.100
6721;19.0;24.0;4.50;0.010
6722;19.0;24.0;4.50;0.020
6723;19.0;24.0;4.50;0.030
6724;19.0;24.0;4.50;0.040
6725;19.0;24.0;4.50;0.050
6726;19.0;24.0;4.50;0.060
6727;19.0;24.0;4.50;0.070
6728;19.0;24.0;4.50;0.080
6729;19.0;24.0;4.50;0.090
6730;19.0;24.0;4.50;0.100
6731;21.0;24.0;4.50;0.010
6732;21.0;24.0;4.50;0.020
6733;21.0;24.0;4.50;0.030
6734;21.0;24.0;4.50;0.040
6735;21.0;24.0;4.50;0.050
6736;21.0;24.0;4.50;0.060
6737;21.0;24.0;4.50;0.070
6738;21.0;24.0;4.50;0.080
6739;21.0;24.0;4.50;0.090
6740;21.0;24.0;4.50;0.100
6741;23.0;24.0;4.50;0.010
6742;23.0;24.0;4.50;0.020
6743;23.0;24.0;4.50;0.030
6744;23.0;24.0;4.50;0.040
6745;23.0;24.0;4.50;0.050
6746;23.0;24.0;4.50;0.060
6747;23.0;24.0;4.50;0.070
6748;23.0;24.0;4.50;0.080
6749;23.0;24.0;4.50;0.090
6750;23.0;24.0;4.50;0.100
6751;25.0;24.0;4.50;0.010
6752;25.0;24.0;4.50;0.020
6753;25.0;24.0;4.50;0.030
6754;25.0;24.0;4.50;0.040
6755;25.0;24.0;4.50;0.050
6756;25.0;24.0;4.50;0.060
6757;25.0;24.0;4.50;0.070
6758;25.0;24.0;4.50;0.080
6759;25.0;24.0;4.50;0.090
6760;25.0;24.0;4.50;0.100
6761;1.0;26.0;4.50;0.010
6762;1.0;26.0;4.50;0.020
6763;1.0;26.0;4.50;0.030
6764;1.0;26.0;4.50;0.040
6765;1.0;26.0;4.50;0.050
6766;1.0;26.0;4.50;0.060
6767;1.0;26.0;4.50;0.070
6768;1.0;26.0;4.50;0.080
6769;1.0;26.0;4.50;0.090
6770;1.0;26.0;4.50;0.100
6771;3.0;26.0;4.50;0.010
6772;3.0;26.0;4.50;0.020
6773;3.0;26.0;4.50;0.030
6774;3.0;26.0;4.50;0.040
6775;3.0;26.0;4.50;0.050
6776;3.0;26.0;4.50;0.060
6777;3.0;26.0;4.50;0.070
6778;3.0;26.0;4.50;0.080
6779;3.0;26.0;4.50;0.090
6780;3.0;26.0;4.50;0.100
6781;5.0;26.0;4.50;0.010
6782;5.0;26.0;4.50;0.020
6783;5.0;26.0;4.50;0.030
6784;5.0;26.0;4.50;0.040
6785;5.0;26.0;4.50;0.050
6786;5.0;26.0;4.50;0.060
6787;5.0;26.0;4.50;0.070
6788;5.0;26.0;4.50;0.080
6789;5.0;26.0;4.50;0.090
6790;5.0;26.0;4.50;0.100
6791;7.0;26.0;4.50;0.010
6792;7.0;26.0;4.50;0.020
6793;7.0;26.0;4.50;0.030
6794;7.0;26.0;4.50;0.040
6795;7.0;26.0;4.50;0.050
6796;7.0;26.0;4.50;0.060
6797;7.0;26.0;4.50;0.070
6798;7.0;26.0;4.50;0.080
6799;7.0;26.0;4.50;0.090
6800;7.0;26.0;4.50;0.100
6801;9.0;26.0;4.50;0.010
6802;9.0;26.0;4.50;0.020
6803;9.0;26.0;4.50;0.030
6804;9.0;26.0;4.50;0.040
6805;9.0;26.0;4.50;0.050
6806;9.0;26.0;4.50;0.060
6807;9.0;26.0;4.50;0.070
6808;9.0;26.0;4.50;0.080
6809;9.0;26.0;4.50;0.090
6810;9.0;26.0;4.50;0.100
6811;11.0;26.0;4.50;0.010
6812;11.0;26.0;4.50;0.020
6813;11.0;26.0;4.50;0.030
6814;11.0;26.0;4.50;0.040
6815;11.0;26.0;4.50;0.050
6816;11.0;26.0;4.50;0.060
6817;11.0;26.0;4.50;0.070
6818;11.0;26.0;4.50;0.080
6819;11.0;26.0;4.50;0.090
6820;11.0;26.0;4.50;0.100
6821;13.0;26.0;4.50;0.010
6822;13.0;26.0;4.50;0.020
6823;13.0;26.0;4.50;0.030
6824;13.0;26.0;4.50;0.040
6825;13.0;26.0;4.50;0.050
6826;13.0;26.0;4.50;0.060
6827;13.0;26.0;4.50;0.070
6828;13.0;26.0;4.50;0.080
6829;13.0;26.0;4.50;0.090
6830;13.0;26.0;4.50;0.100
6831;15.0;26.0;4.50;0.010
6832;15.0;26.0;4.50;0.020
6833;15.0;26.0;4.50;0.030
6834;15.0;26.0;4.50;0.040
6835;15.0;26.0;4.50;0.050
6836;15.0;26.0;4.50;0.060
6837;15.0;26.0;4.50;0.070
6838;15.0;26.0;4.50;0.080
6839;15.0;26.0;4.50;0.090
6840;15.0;26.0;4.50;0.100
6841;17.0;26.0;4.50;0.010
6842;17.0;26.0;4.50;0.020
6843;17.0;26.0;4.50;0.030
6844;17.0;26.0;4.50;0.040
6845;17.0;26.0;4.50;0.050
6846;17.0;26.0;4.50;0.060
6847;17.0;26.0;4.50;0.070
6848;17.0;26.0;4.50;0.080
6849;17.0;26.0;4.50;0.090
6850;17.0;26.0;4.50;0.100
6851;19.0;26.0;4.50;0.010
6852;19.0;26.0;4.50;0.020
6853;19.0;26.0;4.50;0.030
6854;19.0;26.0;4.50;0.040
6855;19.0;26.0;4.50;0.050
6856;19.0;26.0;4.50;0.060
6857;19.0;26.0;4.50;0.070
6858;19.0;26.0;4.50;0.080
6859;19.0;26.0;4.50;0.090
6860;19.0;26.0;4.50;0.100
6861;21.0;26.0;4.50;0.010
6862;21.0;26.0;4.50;0.020
6863;21.0;26.0;4.50;0.030
6864;21.0;26.0;4.50;0.040
6865;21.0;26.0;4.50;0.050
6866;21.0;26.0;4.50;0.060
6867;21.0;26.0;4.50;0.070
6868;21.0;26.0;4.50;0.080
6869;21.0;26.0;4.50;0.090
6870;21.0;26.0;4.50;0.100
6871;23.0;26.0;4.50;0.010
6872;23.0;26.0;4.50;0.020
6873;23.0;26.0;4.50;0.030
6874;23.0;26.0;4.50;0.040
6875;23.0;26.0;4.50;0.050
6876;23.0;26.0;4.50;0.060
6877;23.0;26.0;4.50;0.070
6878;23.0;26.0;4.50;0.080
6879;23.0;26.0;4.50;0.090
6880;23.0;26.0;4.50;0.100
6881;25.0;26.0;4.50;0.010
6882;25.0;26.0;4.50;0.020
6883;25.0;26.0;4.50;0.030
6884;25.0;26.0;4.50;0.040
6885;25.0;26.0;4.50;0.050
6886;25.0;26.0;4.50;0.060
6887;25.0;26.0;4.50;0.070
6888;25.0;26.0;4.50;0.080
6889;25.0;26.0;4.50;0.090
6890;25.0;26.0;4.50;0.100
6891;1.0;28.0;4.50;0.010
6892;1.0;28.0;4.50;0.020
6893;1.0;28.0;4.50;0.030
6894;1.0;28.0;4.50;0.040
6895;1.0;28.0;4.50;0.050
6896;1.0;28.0;4.50;0.060
6897;1.0;28.0;4.50;0.070
6898;1.0;28.0;4.50;0.080
6899;1.0;28.0;4.50;0.090
6900;1.0;28.0;4.50;0.100
6901;3.0;28.0;4.50;0.010
6902;3.0;28.0;4.50;0.020
6903;3.0;28.0;4.50;0.030
6904;3.0;28.0;4.50;0.040
6905;3.0;28.0;4.50;0.050
6906;3.0;28.0;4.50;0.060
6907;3.0;28.0;4.50;0.070
6908;3.0;28.0;4.50;0.080
6909;3.0;28.0;4.50;0.090
6910;3.0;28.0;4.50;0.100
6911;5.0;28.0;4.50;0.010
6912;5.0;28.0;4.50;0.020
6913;5.0;28.0;4.50;0.030
6914;5.0;28.0;4.50;0.040
6915;5.0;28.0;4.50;0.050
6916;5.0;28.0;4.50;0.060
6917;5.0;28.0;4.50;0.070
6918;5.0;28.0;4.50;0.080
6919;5.0;28.0;4.50;0.090
6920;5.0;28.0;4.50;0.100
6921;7.0;28.0;4.50;0.010
6922;7.0;28.0;4.50;0.020
6923;7.0;28.0;4.50;0.030
6924;7.0;28.0;4.50;0.040
6925;7.0;28.0;4.50;0.050
6926;7.0;28.0;4.50;0.060
6927;7.0;28.0;4.50;0.070
6928;7.0;28.0;4.50;0.080
6929;7.0;28.0;4.50;0.090
6930;7.0;28.0;4.50;0.100
6931;9.0;28.0;4.50;0.010
6932;9.0;28.0;4.50;0.020
6933;9.0;28.0;4.50;0.030
6934;9.0;28.0;4.50;0.040
6935;9.0;28.0;4.50;0.050
6936;9.0;28.0;4.50;0.060
6937;9.0;28.0;4.50;0.070
6938;9.0;28.0;4.50;0.080
6939;9.0;28.0;4.50;0.090
6940;9.0;28.0;4.50;0.100
6941;11.0;28.0;4.50;0.010
6942;11.0;28.0;4.50;0.020
6943;11.0;28.0;4.50;0.030
6944;11.0;28.0;4.50;0.040
6945;11.0;28.0;4.50;0.050
6946;11.0;28.0;4.50;0.060
6947;11.0;28.0;4.50;0.070
6948;11.0;28.0;4.50;0.080
6949;11.0;28.0;4.50;0.090
6950;11.0;28.0;4.50;0.100
6951;13.0;28.0;4.50;0.010
6952;13.0;28.0;4.50;0.020
6953;13.0;28.0;4.50;0.030
6954;13.0;28.0;4.50;0.040
6955;13.0;28.0;4.50;0.050
6956;13.0;28.0;4.50;0.060
6957;13.0;28.0;4.50;0.070
6958;13.0;28.0;4.50;0.080
6959;13.0;28.0;4.50;0.090
6960;13.0;28.0;4.50;0.100
6961;15.0;28.0;4.50;0.010
6962;15.0;28.0;4.50;0.020
6963;15.0;28.0;4.50;0.030
6964;15.0;28.0;4.50;0.040
6965;15.0;28.0;4.50;0.050
6966;15.0;28.0;4.50;0.060
6967;15.0;28.0;4.50;0.070
6968;15.0;28.0;4.50;0.080
6969;15.0;28.0;4.50;0.090
6970;15.0;28.0;4.50;0.100
6971;17.0;28.0;4.50;0.010
6972;17.0;28.0;4.50;0.020
6973;17.0;28.0;4.50;0.030
6974;17.0;28.0;4.50;0.040
6975;17.0;28.0;4.50;0.050
6976;17.0;28.0;4.50;0.060
6977;17.0;28.0;4.50;0.070
6978;17.0;28.0;4.50;0.080
6979;17.0;28.0;4.50;0.090
6980;17.0;28.0;4.50;0.100
6981;19.0;28.0;4.50;0.010
6982;19.0;28.0;4.50;0.020
6983;19.0;28.0;4.50;0.030
6984;19.0;28.0;4.50;0.040
6985;19.0;28.0;4.50;0.050
6986;19.0;28.0;4.50;0.060
6987;19.0;28.0;4.50;0.070
6988;19.0;28.0;4.50;0.080
6989;19.0;28.0;4.50;0.090
6990;19.0;28.0;4.50;0.100
6991;21.0;28.0;4.50;0.010
6992;21.0;28.0;4.50;0.020
6993;21.0;28.0;4.50;0.030
6994;21.0;28.0;4.50;0.040
6995;21.0;28.0;4.50;0.050
6996;21.0;28.0;4.50;0.060
6997;21.0;28.0;4.50;0.070
6998;21.0;28.0;4.50;0.080
6999;21.0;28.0;4.50;0.090
7000;21.0;28.0;4.50;0.100
7001;23.0;28.0;4.50;0.010
7002;23.0;28.0;4.50;0.020
7003;23.0;28.0;4.50;0.030
7004;23.0;28.0;4.50;0.040
7005;23.0;28.0;4.50;0.050
7006;23.0;28.0;4.50;0.060
7007;23.0;28.0;4.50;0.070
7008;23.0;28.0;4.50;0.080
7009;23.0;28.0;4.50;0.090
7010;23.0;28.0;4.50;0.100
7011;25.0;28.0;4.50;0.010
7012;25.0;28.0;4.50;0.020
7013;25.0;28.0;4.50;0.030
7014;25.0;28.0;4.50;0.040
7015;25.0;28.0;4.50;0.050
7016;25.0;28.0;4.50;0.060
7017;25.0;28.0;4.50;0.070
7018;25.0;28.0;4.50;0.080
7019;25.0;28.0;4.50;0.090
7020;25.0;28.0;4.50;0.100
7021;1.0;30.0;4.50;0.010
7022;1.0;30.0;4.50;0.020
7023;1.0;30.0;4.50;0.030
7024;1.0;30.0;4.50;0.040
7025;1.0;30.0;4.50;0.050
7026;1.0;30.0;4.50;0.060
7027;1.0;30.0;4.50;0.070
7028;1.0;30.0;4.50;0.080
7029;1.0;30.0;4.50;0.090
7030;1.0;30.0;4.50;0.100
7031;3.0;30.0;4.50;0.010
7032;3.0;30.0;4.50;0.020
7033;3.0;30.0;4.50;0.030
7034;3.0;30.0;4.50;0.040
7035;3.0;30.0;4.50;0.050
7036;3.0;30.0;4.50;0.060
7037;3.0;30.0;4.50;0.070
7038;3.0;30.0;4.50;0.080
7039;3.0;30.0;4.50;0.090
7040;3.0;30.0;4.50;0.100
7041;5.0;30.0;4.50;0.010
7042;5.0;30.0;4.50;0.020
7043;5.0;30.0;4.50;0.030
7044;5.0;30.0;4.50;0.040
7045;5.0;30.0;4.50;0.050
7046;5.0;30.0;4.50;0.060
7047;5.0;30.0;4.50;0.070
7048;5.0;30.0;4.50;0.080
7049;5.0;30.0;4.50;0.090
7050;5.0;30.0;4.50;0.100
7051;7.0;30.0;4.50;0.010
7052;7.0;30.0;4.50;0.020
7053;7.0;30.0;4.50;0.030
7054;7.0;30.0;4.50;0.040
7055;7.0;30.0;4.50;0.050
7056;7.0;30.0;4.50;0.060
7057;7.0;30.0;4.50;0.070
7058;7.0;30.0;4.50;0.080
7059;7.0;30.0;4.50;0.090
7060;7.0;30.0;4.50;0.100
7061;9.0;30.0;4.50;0.010
7062;9.0;30.0;4.50;0.020
7063;9.0;30.0;4.50;0.030
7064;9.0;30.0;4.50;0.040
7065;9.0;30.0;4.50;0.050
7066;9.0;30.0;4.50;0.060
7067;9.0;30.0;4.50;0.070
7068;9.0;30.0;4.50;0.080
7069;9.0;30.0;4.50;0.090
7070;9.0;30.0;4.50;0.100
7071;11.0;30.0;4.50;0.010
7072;11.0;30.0;4.50;0.020
7073;11.0;30.0;4.50;0.030
7074;11.0;30.0;4.50;0.040
7075;11.0;30.0;4.50;0.050
7076;11.0;30.0;4.50;0.060
7077;11.0;30.0;4.50;0.070
7078;11.0;30.0;4.50;0.080
7079;11.0;30.0;4.50;0.090
7080;11.0;30.0;4.50;0.100
7081;13.0;30.0;4.50;0.010
7082;13.0;30.0;4.50;0.020
7083;13.0;30.0;4.50;0.030
7084;13.0;30.0;4.50;0.040
7085;13.0;30.0;4.50;0.050
7086;13.0;30.0;4.50;0.060
7087;13.0;30.0;4.50;0.070
7088;13.0;30.0;4.50;0.080
7089;13.0;30.0;4.50;0.090
7090;13.0;30.0;4.50;0.100
7091;15.0;30.0;4.50;0.010
7092;15.0;30.0;4.50;0.020
7093;15.0;30.0;4.50;0.030
7094;15.0;30.0;4.50;0.040
7095;15.0;30.0;4.50;0.050
7096;15.0;30.0;4.50;0.060
7097;15.0;30.0;4.50;0.070
7098;15.0;30.0;4.50;0.080
7099;15.0;30.0;4.50;0.090
7100;15.0;30.0;4.50;0.100
7101;17.0;30.0;4.50;0.010
7102;17.0;30.0;4.50;0.020
7103;17.0;30.0;4.50;0.030
7104;17.0;30.0;4.50;0.040
7105;17.0;30.0;4.50;0.050
7106;17.0;30.0;4.50;0.060
7107;17.0;30.0;4.50;0.070
7108;17.0;30.0;4.50;0.080
7109;17.0;30.0;4.50;0.090
7110;17.0;30.0;4.50;0.100
7111;19.0;30.0;4.50;0.010
7112;19.0;30.0;4.50;0.020
7113;19.0;30.0;4.50;0.030
7114;19.0;30.0;4.50;0.040
7115;19.0;30.0;4.50;0.050
7116;19.0;30.0;4.50;0.060
7117;19.0;30.0;4.50;0.070
7118;19.0;30.0;4.50;0.080
7119;19.0;30.0;4.50;0.090
7120;19.0;30.0;4.50;0.100
7121;21.0;30.0;4.50;0.010
7122;21.0;30.0;4.50;0.020
7123;21.0;30.0;4.50;0.030
7124;21.0;30.0;4.50;0.040
7125;21.0;30.0;4.50;0.050
7126;21.0;30.0;4.50;0.060
7127;21.0;30.0;4.50;0.070
7128;21.0;30.0;4.50;0.080
7129;21.0;30.0;4.50;0.090
7130;21.0;30.0;4.50;0.100
7131;23.0;30.0;4.50;0.010
7132;23.0;30.0;4.50;0.020
7133;23.0;30.0;4.50;0.030
7134;23.0;30.0;4.50;0.040
7135;23.0;30.0;4.50;0.050
7136;23.0;30.0;4.50;0.060
7137;23.0;30.0;4.50;0.070
7138;23.0;30.0;4.50;0.080
7139;23.0;30.0;4.50;0.090
7140;23.0;30.0;4.50;0.100
7141;25.0;30.0;4.50;0.010
7142;25.0;30.0;4.50;0.020
7143;25.0;30.0;4.50;0.030
7144;25.0;30.0;4.50;0.040
7145;25.0;30.0;4.50;0.050
7146;25.0;30.0;4.50;0.060
7147;25.0;30.0;4.50;0.070
7148;25.0;30.0;4.50;0.080
7149;25.0;30.0;4.50;0.090
7150;25.0;30.0;4.50;0.100
7151;1.0;10.0;5.50;0.010
7152;1.0;10.0;5.50;0.020
7153;1.0;10.0;5.50;0.030
7154;1.0;10.0;5.50;0.040
7155;1.0;10.0;5.50;0.050
7156;1.0;10.0;5.50;0.060
7157;1.0;10.0;5.50;0.070
7158;1.0;10.0;5.50;0.080
7159;1.0;10.0;5.50;0.090
7160;1.0;10.0;5.50;0.100
7161;3.0;10.0;5.50;0.010
7162;3.0;10.0;5.50;0.020
7163;3.0;10.0;5.50;0.030
7164;3.0;10.0;5.50;0.040
7165;3.0;10.0;5.50;0.050
7166;3.0;10.0;5.50;0.060
7167;3.0;10.0;5.50;0.070
7168;3.0;10.0;5.50;0.080
7169;3.0;10.0;5.50;0.090
7170;3.0;10.0;5.50;0.100
7171;5.0;10.0;5.50;0.010
7172;5.0;10.0;5.50;0.020
7173;5.0;10.0;5.50;0.030
7174;5.0;10.0;5.50;0.040
7175;5.0;10.0;5.50;0.050
7176;5.0;10.0;5.50;0.060
7177;5.0;10.0;5.50;0.070
7178;5.0;10.0;5.50;0.080
7179;5.0;10.0;5.50;0.090
7180;5.0;10.0;5.50;0.100
7181;7.0;10.0;5.50;0.010
7182;7.0;10.0;5.50;0.020
7183;7.0;10.0;5.50;0.030
7184;7.0;10.0;5.50;0.040
7185;7.0;10.0;5.50;0.050
7186;7.0;10.0;5.50;0.060
7187;7.0;10.0;5.50;0.070
7188;7.0;10.0;5.50;0.080
7189;7.0;10.0;5.50;0.090
7190;7.0;10.0;5.50;0.100
7191;9.0;10.0;5.50;0.010
7192;9.0;10.0;5.50;0.020
7193;9.0;10.0;5.50;0.030
7194;9.0;10.0;5.50;0.040
7195;9.0;10.0;5.50;0.050
7196;9.0;10.0;5.50;0.060
7197;9.0;10.0;5.50;0.070
7198;9.0;10.0;5.50;0.080
7199;9.0;10.0;5.50;0.090
7200;9.0;10.0;5.50;0.100
7201;11.0;10.0;5.50;0.010
7202;11.0;10.0;5.50;0.020
7203;11.0;10.0;5.50;0.030
7204;11.0;10.0;5.50;0.040
7205;11.0;10.0;5.50;0.050
7206;11.0;10.0;5.50;0.060
7207;11.0;10.0;5.50;0.070
7208;11.0;10.0;5.50;0.080
7209;11.0;10.0;5.50;0.090
7210;11.0;10.0;5.50;0.100
7211;13.0;10.0;5.50;0.010
7212;13.0;10.0;5.50;0.020
7213;13.0;10.0;5.50;0.030
7214;13.0;10.0;5.50;0.040
7215;13.0;10.0;5.50;0.050
7216;13.0;10.0;5.50;0.060
7217;13.0;10.0;5.50;0.070
7218;13.0;10.0;5.50;0.080
7219;13.0;10.0;5.50;0.090
7220;13.0;10.0;5.50;0.100
7221;15.0;10.0;5.50;0.010
7222;15.0;10.0;5.50;0.020
7223;15.0;10.0;5.50;0.030
7224;15.0;10.0;5.50;0.040
7225;15.0;10.0;5.50;0.050
7226;15.0;10.0;5.50;0.060
7227;15.0;10.0;5.50;0.070
7228;15.0;10.0;5.50;0.080
7229;15.0;10.0;5.50;0.090
7230;15.0;10.0;5.50;0.100
7231;17.0;10.0;5.50;0.010
7232;17.0;10.0;5.50;0.020
7233;17.0;10.0;5.50;0.030
7234;17.0;10.0;5.50;0.040
7235;17.0;10.0;5.50;0.050
7236;17.0;10.0;5.50;0.060
7237;17.0;10.0;5.50;0.070
7238;17.0;10.0;5.50;0.080
7239;17.0;10.0;5.50;0.090
7240;17.0;10.0;5.50;0.100
7241;19.0;10.0;5.50;0.010
7242;19.0;10.0;5.50;0.020
7243;19.0;10.0;5.50;0.030
7244;19.0;10.0;5.50;0.040
7245;19.0;10.0;5.50;0.050
7246;19.0;10.0;5.50;0.060
7247;19.0;10.0;5.50;0.070
7248;19.0;10.0;5.50;0.080
7249;19.0;10.0;5.50;0.090
7250;19.0;10.0;5.50;0.100
7251;21.0;10.0;5.50;0.010
7252;21.0;10.0;5.50;0.020
7253;21.0;10.0;5.50;0.030
7254;21.0;10.0;5.50;0.040
7255;21.0;10.0;5.50;0.050
7256;21.0;10.0;5.50;0.060
7257;21.0;10.0;5.50;0.070
7258;21.0;10.0;5.50;0.080
7259;21.0;10.0;5.50;0.090
7260;21.0;10.0;5.50;0.100
7261;23.0;10.0;5.50;0.010
7262;23.0;10.0;5.50;0.020
7263;23.0;10.0;5.50;0.030
7264;23.0;10.0;5.50;0.040
7265;23.0;10.0;5.50;0.050
7266;23.0;10.0;5.50;0.060
7267;23.0;10.0;5.50;0.070
7268;23.0;10.0;5.50;0.080
7269;23.0;10.0;5.50;0.090
7270;23.0;10.0;5.50;0.100
7271;25.0;10.0;5.50;0.010
7272;25.0;10.0;5.50;0.020
7273;25.0;10.0;5.50;0.030
7274;25.0;10.0;5.50;0.040
7275;25.0;10.0;5.50;0.050
7276;25.0;10.0;5.50;0.060
7277;25.0;10.0;5.50;0.070
7278;25.0;10.0;5.50;0.080
7279;25.0;10.0;5.50;0.090
7280;25.0;10.0;5.50;0.100
7281;1.0;12.0;5.50;0.010
7282;1.0;12.0;5.50;0.020
7283;1.0;12.0;5.50;0.030
7284;1.0;12.0;5.50;0.040
7285;1.0;12.0;5.50;0.050
7286;1.0;12.0;5.50;0.060
7287;1.0;12.0;5.50;0.070
7288;1.0;12.0;5.50;0.080
7289;1.0;12.0;5.50;0.090
7290;1.0;12.0;5.50;0.100
7291;3.0;12.0;5.50;0.010
7292;3.0;12.0;5.50;0.020
7293;3.0;12.0;5.50;0.030
7294;3.0;12.0;5.50;0.040
7295;3.0;12.0;5.50;0.050
7296;3.0;12.0;5.50;0.060
7297;3.0;12.0;5.50;0.070
7298;3.0;12.0;5.50;0.080
7299;3.0;12.0;5.50;0.090
7300;3.0;12.0;5.50;0.100
7301;5.0;12.0;5.50;0.010
7302;5.0;12.0;5.50;0.020
7303;5.0;12.0;5.50;0.030
7304;5.0;12.0;5.50;0.040
7305;5.0;12.0;5.50;0.050
7306;5.0;12.0;5.50;0.060
7307;5.0;12.0;5.50;0.070
7308;5.0;12.0;5.50;0.080
7309;5.0;12.0;5.50;0.090
7310;5.0;12.0;5.50;0.100
7311;7.0;12.0;5.50;0.010
7312;7.0;12.0;5.50;0.020
7313;7.0;12.0;5.50;0.030
7314;7.0;12.0;5.50;0.040
7315;7.0;12.0;5.50;0.050
7316;7.0;12.0;5.50;0.060
7317;7.0;12.0;5.50;0.070
7318;7.0;12.0;5.50;0.080
7319;7.0;12.0;5.50;0.090
7320;7.0;12.0;5.50;0.100
7321;9.0;12.0;5.50;0.010
7322;9.0;12.0;5.50;0.020
7323;9.0;12.0;5.50;0.030
7324;9.0;12.0;5.50;0.040
7325;9.0;12.0;5.50;0.050
7326;9.0;12.0;5.50;0.060
7327;9.0;12.0;5.50;0.070
7328;9.0;12.0;5.50;0.080
7329;9.0;12.0;5.50;0.090
7330;9.0;12.0;5.50;0.100
7331;11.0;12.0;5.50;0.010
7332;11.0;12.0;5.50;0.020
7333;11.0;12.0;5.50;0.030
7334;11.0;12.0;5.50;0.040
7335;11.0;12.0;5.50;0.050
7336;11.0;12.0;5.50;0.060
7337;11.0;12.0;5.50;0.070
7338;11.0;12.0;5.50;0.080
7339;11.0;12.0;5.50;0.090
7340;11.0;12.0;5.50;0.100
7341;13.0;12.0;5.50;0.010
7342;13.0;12.0;5.50;0.020
7343;13.0;12.0;5.50;0.030
7344;13.0;12.0;5.50;0.040
7345;13.0;12.0;5.50;0.050
7346;13.0;12.0;5.50;0.060
7347;13.0;12.0;5.50;0.070
7348;13.0;12.0;5.50;0.080
7349;13.0;12.0;5.50;0.090
7350;13.0;12.0;5.50;0.100
7351;15.0;12.0;5.50;0.010
7352;15.0;12.0;5.50;0.020
7353;15.0;12.0;5.50;0.030
7354;15.0;12.0;5.50;0.040
7355;15.0;12.0;5.50;0.050
7356;15.0;12.0;5.50;0.060
7357;15.0;12.0;5.50;0.070
7358;15.0;12.0;5.50;0.080
7359;15.0;12.0;5.50;0.090
7360;15.0;12.0;5.50;0.100
7361;17.0;12.0;5.50;0.010
7362;17.0;12.0;5.50;0.020
7363;17.0;12.0;5.50;0.030
7364;17.0;12.0;5.50;0.040
7365;17.0;12.0;5.50;0.050
7366;17.0;12.0;5.50;0.060
7367;17.0;12.0;5.50;0.070
7368;17.0;12.0;5.50;0.080
7369;17.0;12.0;5.50;0.090
7370;17.0;12.0;5.50;0.100
7371;19.0;12.0;5.50;0.010
7372;19.0;12.0;5.50;0.020
7373;19.0;12.0;5.50;0.030
7374;19.0;12.0;5.50;0.040
7375;19.0;12.0;5.50;0.050
7376;19.0;12.0;5.50;0.060
7377;19.0;12.0;5.50;0.070
7378;19.0;12.0;5.50;0.080
7379;19.0;12.0;5.50;0.090
7380;19.0;12.0;5.50;0.100
7381;21.0;12.0;5.50;0.010
